"Date","Vestas","MaerskA","Coloplast","Genmab","GN","Lundbeck","NovoNordisk","USD","NOK","C20index"
2010-01-04,66.4,6378.09,96.2,92,29.7,95.05,67.6,5.17,0.9,347.85
2010-01-05,64.38,6378.09,92.8,89.6,29.3,96.5,66.78,5.15,0.91,345.14
2010-01-06,63.58,6447.42,95.2,88.75,28.4,96.55,67.5,5.19,0.91,346.37
2010-01-07,64.1,6655.4,96.4,88,29.5,98.5,67.12,5.2,0.91,351.28
2010-01-08,63.8,6849.52,96,89,29.5,99,68,5.21,0.91,353.23
2010-01-11,65.8,6936.18,97.53,89.9,29.3,104,70,5.12,0.91,359.54
2010-01-12,63.4,6893.71,96.5,89.6,29.5,103.2,69.2,5.14,0.91,356.73
2010-01-13,65.4,6906.71,95.36,89.4,29.8,100,69.28,5.11,0.91,356.53
2010-01-14,66.8,7054.03,95.4,91.25,30.4,102,70.2,5.14,0.91,361.79
2010-01-15,66,7152.82,96.6,97.5,30.3,102,68.7,5.18,0.91,359.27
2010-01-18,65.8,7192.69,96.8,104,30.2,103,68.2,5.18,0.91,359.95
2010-01-19,65.54,7244.68,96.6,99.75,30,102,69.8,5.21,0.91,360.47
2010-01-20,61.7,7158.02,97.86,99.05,29.7,103.3,70.8,5.27,0.92,356.31
2010-01-21,60.8,7048.83,98.4,96,29.2,100,68.52,5.29,0.91,349.69
2010-01-22,59.14,7019.37,97.4,99,29.7,99.9,68.28,5.27,0.91,346.87
2010-01-25,60.4,7067.9,98.2,102.5,30.4,100.8,69.5,5.26,0.91,349.86
2010-01-26,57.8,6924.04,99.5,100.6,30.3,102,72.6,5.29,0.9,348.97
2010-01-27,56,6785.39,101.2,99,31.4,102.3,73.9,5.29,0.91,349.61
2010-01-28,55.8,6898.05,112.56,98,32.9,101.9,73.84,5.32,0.91,350.95
2010-01-29,57.8,7067.9,116.4,97.95,33,100.5,73.3,5.33,0.91,354.85
2010-02-01,57.2,7187.49,119.8,96.5,33.6,100.9,74.94,5.35,0.91,358.43
2010-02-02,57.2,7248.15,118.4,95,33.2,101.2,73,5.34,0.91,358.17
2010-02-03,57.5,7263.75,119.4,99,32.7,101,76.2,5.32,0.91,360.48
2010-02-04,54.4,7140.69,118.3,98.65,32,100.2,75,5.38,0.91,355.92
2010-02-05,54.96,6896.31,116.9,97.5,31.2,97.25,75.54,5.44,0.91,350.75
2010-02-08,53.96,6809.65,117.4,93.85,30.5,96.8,75.22,5.44,0.91,345.43
2010-02-09,58.18,6873.78,119,93.95,30.6,97.4,75.06,5.41,0.91,348.74
2010-02-10,53.7,6918.84,115.1,92.75,30.5,96.05,75,5.42,0.92,346.31
2010-02-11,54.7,6956.97,116.2,91.45,30.7,96.4,75.94,5.43,0.92,348.53
2010-02-12,54.08,6989.9,117.2,90.75,30.8,97,77.38,5.49,0.92,349.74
2010-02-15,53.94,6943.11,119,91,30,96.25,78.28,5.47,0.92,350.64
2010-02-16,55.2,6974.31,119.9,92.45,30.9,98.2,78.54,5.45,0.92,354.54
2010-02-17,56.82,7135.49,121.4,95.35,31.5,98,78.6,5.42,0.93,357.57
2010-02-18,58.04,7090.43,122.7,95.9,32.2,98.25,78.98,5.49,0.92,358.6
2010-02-19,57.92,7071.36,120.8,94.65,32.4,99,79.12,5.51,0.92,358.76
2010-02-22,59,7168.42,120.8,93.5,32.4,99,79.04,5.46,0.93,360.99
2010-02-23,56.22,7099.09,121.4,90.65,31.5,98.75,77.8,5.48,0.93,357.44
2010-02-24,56.64,7111.23,124.4,91.3,30.1,98.8,78.2,5.49,0.93,358.05
2010-02-25,55.12,6880.71,124.1,90.05,29.1,96.8,77.4,5.52,0.93,353.95
2010-02-26,54,6889.38,124.2,91.75,29.6,96.5,77.2,5.48,0.93,354.77
2010-03-01,53.84,7125.09,125,91.7,30.5,95,79,5.5,0.92,361.86
2010-03-02,53.36,7147.62,124.3,92.2,30.4,96.1,79.14,5.49,0.92,364.37
2010-03-03,55.88,7244.68,126.1,90.55,30.4,96,79.26,5.46,0.92,368.12
2010-03-04,54.32,6972.57,127.9,90.85,30.6,97.85,79.58,5.45,0.92,364.62
2010-03-05,55,7137.22,127.6,92.35,30.9,97.45,80.82,5.48,0.92,371.1
2010-03-08,55.16,7057.5,127.7,73.5,31.1,98.05,81.64,5.45,0.92,371.38
2010-03-09,55.02,6998.57,127.3,71.5,31,96.8,81.64,5.49,0.93,369.55
2010-03-10,55.74,7223.88,125.3,72.05,31.2,96.85,82.6,5.47,0.93,374.02
2010-03-11,54.9,7132.02,124.8,72.2,31.2,98.75,81.88,5.45,0.93,372.06
2010-03-12,54.28,7088.7,122.3,71.85,31.3,99,81.68,5.41,0.93,372.34
2010-03-15,52.72,7057.5,121.2,72.2,31.4,99.5,81.94,5.43,0.93,371.01
2010-03-16,54.46,7060.96,120.8,71.85,31.7,99.55,83.8,5.42,0.93,377.02
2010-03-17,54.5,7050.57,121.8,71.5,31.6,100.4,84.78,5.41,0.93,378.35
2010-03-18,55.76,7017.64,121.5,71.2,31.5,99.55,84.3,5.45,0.93,377.87
2010-03-19,57.06,6936.18,120.6,71.75,31.6,100,85.46,5.49,0.93,379.68
2010-03-22,56.84,6969.11,120.2,71.75,32,99.65,85,5.52,0.92,378.16
2010-03-23,57.72,7088.7,120,72,32.7,102.5,86.2,5.5,0.93,383.79
2010-03-24,58.64,7062.7,122.5,72.55,33.1,103.1,88.98,5.58,0.93,386.71
2010-03-25,60.74,7054.03,121.4,71.9,33.5,102.8,88.4,5.57,0.92,388.48
2010-03-26,59.7,6953.51,122,71.15,32.9,102.8,87,5.57,0.92,384.57
2010-03-29,59.6,6939.64,121.5,70.15,32.8,103.8,86.1,5.52,0.92,382.89
2010-03-30,58.78,6944.84,120.8,68.5,32.5,104.2,86.12,5.52,0.93,383.23
2010-03-31,59.9,6956.97,121.4,69.35,33,103.9,85.54,5.52,0.93,383.04
2010-04-06,61.44,7106.03,120.4,70.25,32.9,103.1,88.56,5.56,0.93,391.65
2010-04-07,65.96,7130.29,121.4,70.5,33.3,103.5,88.9,5.58,0.93,397.24
2010-04-08,64.78,7093.9,122.4,69.05,32.9,102.8,87.5,5.6,0.94,392.32
2010-04-09,65.4,7201.35,122.4,68.8,33.3,102.6,86.48,5.56,0.94,393.99
2010-04-12,66.12,7263.75,122.6,68.5,33.5,103.2,86.48,5.48,0.93,397.76
2010-04-13,65.7,7159.76,122.6,67.8,33.6,102.8,88.3,5.48,0.93,395.38
2010-04-14,66.4,7549.72,123.6,67.65,34.1,102.5,88.1,5.47,0.93,400.53
2010-04-15,66.7,7847.83,123.8,65.9,34.1,103,88.8,5.5,0.94,405.22
2010-04-16,67.4,7726.5,123.6,67.35,34,101.2,89.1,5.5,0.94,402.68
2010-04-19,66,7707.44,123.4,66.8,35.7,99.85,89.1,5.54,0.93,399.28
2010-04-20,68.42,7759.44,124.2,69,42.5,100,90.6,5.52,0.94,406.88
2010-04-22,66.6,7781.97,125.3,67.75,42.6,96.6,88.94,5.58,0.94,401.2
2010-04-23,68.18,8038.48,126,66.9,43.7,97.5,89,5.59,0.94,407.43
2010-04-26,72.02,8050.61,123.6,66.75,43.4,96.9,90.58,5.59,0.95,414.41
2010-04-27,70.2,7981.28,122,65.75,46.4,95.3,90.3,5.6,0.95,408.95
2010-04-28,67,7847.83,120.6,63,45,94.3,88.74,5.62,0.95,401.8
2010-04-29,68.44,7929.29,124.7,61.7,45.5,92.1,92,5.61,0.95,411.5
2010-05-03,68.78,7868.62,125,61.35,45.4,93.5,94.5,5.62,0.95,413.48
2010-05-04,64.86,7729.97,127.7,58.7,44.6,94.7,95.14,5.69,0.95,405.51
2010-05-05,62.66,7452.66,127.4,57,40.8,94.15,94.8,5.76,0.95,395.02
2010-05-06,61.12,7447.46,128,52.45,41.9,92.4,92.72,5.85,0.96,387.15
2010-05-07,58.46,7158.02,126,46.5,39,88.4,90,5.84,0.94,371.12
2010-05-10,62.42,7645.05,128.4,54.45,42.2,92.2,92.2,5.74,0.95,394.73
2010-05-11,60.66,7565.32,127.8,52.45,40.7,91.5,93.74,5.86,0.95,393.52
2010-05-12,62.72,8177.13,129.2,50.05,43.5,93.5,94.38,5.87,0.96,403.87
2010-05-14,62.72,8177.13,129.2,50.05,43.5,93.5,94.044,5.898,0.956,399.13
2010-05-17,60.76,8022.88,130.5,47.23,42,90.75,95,6.03,0.96,400.8
2010-05-18,61.76,8093.94,130.8,50.5,42,90.8,94.9,5.99,0.96,402.73
2010-05-19,59.7,7781.97,128,50,42.5,88.65,93.02,6.06,0.95,391.85
2010-05-20,56.62,7345.21,126.2,48.3,41.5,87.6,90.88,6.03,0.93,378.99
2010-05-21,58.32,7395.47,125,47.47,41.6,86.7,88.1,5.96,0.91,375.91
2010-05-25,55.38,7036.7,122.4,45.39,42.1,84.75,89.96,6.09,0.92,367.83
2010-05-26,58.24,7407.6,122.8,46.91,45.7,85.5,91.86,6.04,0.93,381.11
2010-05-27,57.8,7771.57,123.4,47.5,47.2,87.95,93.14,6.07,0.93,389.85
2010-05-28,58.16,7632.91,124.4,48.07,46.7,88.95,93.5,6.01,0.93,387
2010-05-31,57.92,7764.63,125.6,47.93,47,89.85,93.5,6.04,0.94,388.69
2010-06-01,57.32,7813.16,124.6,47.39,47.1,87.5,93.32,6.12,0.94,388.05
2010-06-02,55.96,7695.31,126.6,46.74,46.5,88.05,95.96,6.09,0.94,391.19
2010-06-03,58,7908.49,125.1,47.89,47.3,89.5,98.08,6.07,0.95,401.25
2010-06-04,56.7,7752.5,124,47.19,46.8,89.5,97.98,6.17,0.95,397.2
2010-06-07,55.6,7688.37,123.2,46.63,46.8,88.55,96.48,6.22,0.94,392.5
2010-06-08,54.86,7638.11,123.1,45.49,45.9,86.1,96.44,6.23,0.93,389.89
2010-06-09,54.94,7799.3,124,43.93,46,87,96.34,6.19,0.94,393.67
2010-06-10,57,8005.55,124.8,43.26,48,88.15,97.4,6.18,0.95,401.82
2010-06-11,57.74,8191,126.2,43.71,47.5,87.8,96.74,6.13,0.95,402.22
2010-06-14,59.6,8395.51,125.7,58.15,47.8,88.3,98.58,6.07,0.95,410.66
2010-06-15,59.36,8490.84,126,57.4,47.1,88.25,98.14,6.07,0.95,411.12
2010-06-16,59.48,8320.98,125.6,53.85,46.3,88.5,98.04,6.06,0.94,408.98
2010-06-17,58.2,8419.78,123.8,51.3,46.6,89.5,97.74,6.02,0.95,408.45
2010-06-18,57.88,8541.1,123.1,61,45.5,88.4,102,6.01,0.95,417.24
2010-06-21,58,8768.14,124.2,58.9,44.9,88.4,103.1,6,0.95,421.23
2010-06-22,57.7,8613.89,127.3,58.25,45.4,87.95,101.6,6.07,0.94,416.97
2010-06-23,57.38,8513.37,125.8,58,45.3,87.5,101.2,6.07,0.94,413.83
2010-06-24,56,8310.58,124.9,54.6,44,86.95,100.7,6.07,0.93,407.01
2010-06-25,53.94,8424.97,122.9,51.65,43.2,86.3,100,6.05,0.93,403.36
2010-06-28,53.04,8371.25,124.4,49.87,44,85.65,100.6,6.03,0.94,404.47
2010-06-29,50.3,7991.68,123.5,45.88,42.3,83.1,99,6.11,0.94,391.07
2010-06-30,51.06,8095.67,121.3,43.45,42.6,83.3,98.82,6.07,0.93,393.02
2010-07-01,49.5,7764.63,121.8,40.91,41.5,82.8,96.96,6.04,0.93,383.73
2010-07-02,51.62,8106.07,122,59.65,41.8,83.85,96.7,5.94,0.92,390.34
2010-07-05,51.28,8191,123.3,59.6,41.6,83.5,97.2,5.95,0.92,391.45
2010-07-06,52.62,8456.17,124.4,59.9,42.1,85.3,98.22,5.93,0.92,401.45
2010-07-07,53.04,8530.7,123.3,62.4,42.7,86.35,98.48,5.93,0.92,404.31
2010-07-08,53.54,8917.2,121.3,64.6,43.4,86.25,97.7,5.89,0.92,406.98
2010-07-09,53.44,8769.88,121.6,63.7,43.4,86.1,98.3,5.9,0.93,406.58
2010-07-12,52.5,8762.94,119.7,61.25,43.3,87.05,99.76,5.93,0.93,407.99
2010-07-13,52.92,8648.55,120.9,61.95,44,87,99.66,5.93,0.94,410.64
2010-07-14,53.08,8802.81,121.7,61.15,43.7,87.05,100.5,5.86,0.94,413.72
2010-07-15,55.12,8594.83,124,60.6,43.4,88,102.5,5.81,0.94,415.38
2010-07-16,56.32,8388.58,123.4,59.15,42.3,87.05,101.1,5.73,0.93,409.33
2010-07-19,55.26,8310.58,123.4,57.8,41.5,87,100.4,5.75,0.92,405.55
2010-07-20,55.74,8137.27,121.9,60.1,40,85.55,99.14,5.8,0.92,401.22
2010-07-21,55.96,8267.26,122.5,59.5,40.1,85.95,99.4,5.81,0.93,405.03
2010-07-22,58.1,8378.18,121.6,60.35,39.8,86.9,99.4,5.8,0.93,409.84
2010-07-23,57.8,8475.24,121.9,59,39.5,85.6,98.96,5.78,0.94,410.99
2010-07-26,57.6,8544.56,122.9,60,38.9,85.25,98.56,5.76,0.93,412.56
2010-07-27,57.8,8395.51,121.6,59.55,39.7,86.45,97.8,5.72,0.93,414.06
2010-07-28,56.56,8249.92,119.7,60,40,87.1,98.24,5.74,0.93,412.92
2010-07-29,57.36,8353.92,120.7,60.3,39.5,86.75,97.48,5.7,0.93,415.06
2010-07-30,55.6,8147.67,118.8,61,39,87,97.82,5.72,0.94,410.83
2010-08-02,56.96,8388.58,123,62.45,39.8,86.65,99.22,5.7,0.95,420.85
2010-08-03,56.42,8385.11,124,62.1,41.4,88.7,101.9,5.64,0.95,425.52
2010-08-04,58,8327.92,125.2,62.6,41.8,90.05,100.2,5.64,0.94,423.72
2010-08-05,58.8,8438.84,124.2,62.65,43,89.9,101.5,5.65,0.95,424.84
2010-08-06,59.66,8454.44,124.1,62,42.6,89.45,99.78,5.66,0.95,419.48
2010-08-09,60.8,8553.23,126.5,63.05,43.1,90.8,100.7,5.62,0.94,425.49
2010-08-10,59.3,8440.57,125.8,65.95,42.6,89.35,101.3,5.67,0.94,420.2
2010-08-11,57.58,8244.72,125.4,65,41.5,89.3,99.36,5.72,0.94,411.78
2010-08-12,59.84,8130.33,124.4,65.5,41,89.15,100.2,5.83,0.94,412.69
2010-08-13,61.6,8121.67,126.6,65.5,40.8,89,100.4,5.82,0.94,412.99
2010-08-16,61.16,8007.28,128,67.2,40.5,89.25,100.1,5.81,0.94,411.32
2010-08-17,62.9,8255.12,129,67.15,40.9,89.65,99.76,5.79,0.94,416.05
2010-08-18,48.4,8014.21,129.2,61.3,40,90.15,101.2,5.78,0.94,408.46
2010-08-19,48.66,7828.76,125.2,60,39.9,91.1,99.9,5.8,0.94,404.4
2010-08-20,47.26,7664.11,129.3,57.45,38.9,90.1,99.1,5.86,0.94,398.29
2010-08-23,48.52,7631.18,128.7,56.6,39.1,90.55,99,5.86,0.94,399.92
2010-08-24,47.56,7348.67,126.1,54,37.8,89,98.32,5.91,0.94,392.04
2010-08-25,45.6,7178.82,126.3,51.3,36.8,89.05,96.36,5.9,0.93,384.65
2010-08-26,46.84,7463.06,125.4,53.7,38.1,88.4,97.36,5.87,0.93,392.66
2010-08-27,46,7464.79,123.4,57,37.7,88.4,98.2,5.86,0.93,393.45
2010-08-30,44.94,7388.54,124.8,56.5,36.6,88.55,99.64,5.86,0.93,393.79
2010-08-31,43.84,7502.92,125,55.65,37.8,89.25,100.8,5.87,0.93,396.38
2010-09-01,45,7866.89,128.5,59,38.5,89.85,102.8,5.82,0.94,408.91
2010-09-02,44.32,7693.57,128.4,56.85,41.7,89.5,102.6,5.81,0.94,406.71
2010-09-03,44.34,7710.91,130.8,57,42.4,90.6,102.2,5.8,0.94,408.29
2010-09-06,44.36,7801.03,131.5,57,45.8,91.35,101.3,5.78,0.94,407.48
2010-09-07,43.8,7580.92,131.2,57.3,44.2,90.85,103.5,5.84,0.94,407.65
2010-09-08,43.6,7591.32,132.7,58.25,43.6,92.25,103.1,5.86,0.94,408.64
2010-09-09,41.88,7755.97,132.1,61,44.6,94.65,106.6,5.86,0.95,415.37
2010-09-10,41.5,7717.84,131.4,62.3,44.5,95,107.8,5.85,0.95,416.34
2010-09-13,43.56,7806.23,131.7,65.25,44.5,95.15,107.7,5.82,0.95,419.74
2010-09-14,45.06,7788.9,131.6,63.2,43.9,95,107,5.79,0.95,419.47
2010-09-15,44.1,7698.77,131.9,62.5,44.1,94.75,106.9,5.73,0.94,416.77
2010-09-16,43.4,7605.18,132.8,60.05,43,94.8,106.5,5.69,0.94,413.23
2010-09-17,43.22,7615.58,132,60.75,43.6,94.4,106.7,5.7,0.93,412.9
2010-09-20,42.46,7790.63,131.2,61.45,43.4,95,107.3,5.7,0.94,415.4
2010-09-21,41.72,8010.75,129.2,63.5,43.6,95.25,106,5.68,0.94,417.54
2010-09-22,42.24,7991.68,129.2,63,43.4,95.8,106,5.57,0.94,417.61
2010-09-23,40.76,7915.42,131.4,62,43.1,96.35,106.7,5.59,0.94,416.09
2010-09-24,42,8005.55,131.6,61.8,43.3,96.8,106.6,5.56,0.94,419.28
2010-09-27,40.42,7972.62,129.9,62.6,42.6,96.2,106.6,5.53,0.94,417.05
2010-09-28,41.14,7847.83,129.2,62.15,42.7,96.85,107.6,5.54,0.94,416.1
2010-09-29,40.26,7816.63,129.7,61.75,42.4,97.65,108.4,5.47,0.94,415.12
2010-09-30,41.2,7703.97,130.7,61.6,42.1,96.55,108.5,5.46,0.94,416.96
2010-10-01,40.94,7591.32,130.1,60.95,42,95.7,107.3,5.43,0.93,412.1
2010-10-04,40.98,7454.4,128.6,60.55,41.4,96.2,105.8,5.44,0.93,408.35
2010-10-05,42.3,7527.19,127.3,61.3,41.4,96.7,105.2,5.41,0.93,412.01
2010-10-06,42.62,7795.83,129.2,60.85,41.5,97,106.6,5.38,0.93,418.46
2010-10-07,40.74,7799.3,129.8,61.95,41.4,98,107.6,5.34,0.92,418.77
2010-10-08,40.4,7591.32,131.4,61.45,41.2,98.9,107.4,5.37,0.92,415.66
2010-10-11,40.82,7743.84,134.2,61.8,42.3,99.6,108.2,5.35,0.92,420.76
2010-10-12,40.2,7754.24,135.3,62.75,42.6,100.1,108.9,5.39,0.92,420.66
2010-10-13,40.88,8010.75,135.7,67,43.4,103.7,109.1,5.34,0.92,428.56
2010-10-14,41.08,7799.3,135,67.5,43.7,104.7,107.8,5.29,0.92,423.65
2010-10-15,40.94,7811.43,134.9,71.45,43.5,105.4,107.7,5.29,0.92,420.47
2010-10-18,41.48,7742.1,135.8,73.5,44.5,104.2,102.2,5.37,0.92,413.76
2010-10-19,41.54,7712.64,137,71.15,44.6,107.2,98.6,5.38,0.91,409.12
2010-10-20,39.62,7901.56,137.2,70.7,44.9,107.5,107.6,5.38,0.91,421.93
2010-10-21,40.32,7972.62,136.4,68.8,45.3,107.3,107.8,5.32,0.92,426.99
2010-10-22,40.3,7963.95,136.7,69,45.5,106.5,107.4,5.35,0.92,424.72
2010-10-25,40,8015.95,136.3,71,46.2,107,108.7,5.32,0.92,427.85
2010-10-26,35.86,7870.36,135.2,70.85,45.7,107.1,107.8,5.36,0.92,420.93
2010-10-27,35.28,7922.35,133.8,70.65,45.8,106.9,109,5.4,0.92,422.76
2010-10-28,34.08,7859.96,133.7,70.9,45.1,106.9,112.1,5.38,0.92,425.69
2010-10-29,34.2,7804.5,132.7,71.1,44.7,107,112.8,5.38,0.91,424.2
2010-11-01,33.52,7995.15,132.9,70.5,44.6,108.5,112,5.35,0.92,424.79
2010-11-02,33.4,8185.8,134.4,70.1,44.3,107.8,111.3,5.32,0.91,427.55
2010-11-03,34.78,8211.79,148.4,68.2,44.8,103.3,110.5,5.32,0.91,428
2010-11-04,35.26,8359.11,159.2,67.2,45,102.1,110,5.23,0.91,432.77
2010-11-05,34.8,8447.51,154.5,67,47.4,103.6,110,5.29,0.92,431.32
2010-11-08,34.4,8296.72,153.8,66.5,46.7,103.9,111.3,5.36,0.92,430.46
2010-11-09,35.54,8296.72,152.4,68.2,47.2,104.8,112.4,5.35,0.92,433.38
2010-11-10,34.7,8274.19,152.9,66.8,46.5,105.9,113.6,5.41,0.92,432.89
2010-11-11,34.4,8341.78,155.8,65.65,46.6,105.3,113.4,5.44,0.92,433.17
2010-11-12,34.4,8366.05,157.2,66.3,46.9,105.5,113.3,5.44,0.92,431.58
2010-11-15,34.46,8392.04,155,66.75,47,106.2,114.1,5.47,0.92,433.89
2010-11-16,34.6,8116.47,155,67.1,46.7,105.5,114,5.48,0.91,428.37
2010-11-17,35.02,8106.07,152.2,67.5,46,106,114.3,5.53,0.91,428.99
2010-11-18,35.48,8234.33,152.5,68.5,46.2,108,113,5.46,0.91,431.89
2010-11-19,35.74,8137.27,152.5,67.45,46.6,108.3,114.4,5.45,0.91,432.95
2010-11-22,33.84,8076.61,153.3,68.2,46.5,107.8,114.5,5.46,0.91,431.78
2010-11-23,33.78,7918.89,155.5,67.25,46,106.7,115,5.52,0.91,429.43
2010-11-24,33.22,8003.81,153,68.15,48,106.2,116.4,5.59,0.92,431.5
2010-11-25,33,7920.62,153.1,68,48.2,107.9,115.1,5.6,0.92,429.75
2010-11-26,32.98,7823.56,152.3,67,48.3,106.4,115.1,5.64,0.91,428.54
2010-11-29,31.3,7773.3,151.2,65.55,48,101.4,113.5,5.67,0.92,423.17
2010-11-30,32.68,7877.29,152.8,64.7,47.6,99.45,113.6,5.73,0.92,424.77
2010-12-01,31.96,8144.2,154.6,64.95,48.9,101.7,115,5.68,0.92,434.07
2010-12-02,33.08,8215.26,155,66.45,50,104,115.9,5.66,0.92,440.57
2010-12-03,32.36,8158.07,154.6,66.6,47.8,102.1,114.8,5.63,0.93,437.43
2010-12-06,32.2,8241.26,154.6,66.2,47.8,102.8,115.9,5.61,0.93,439.29
2010-12-07,32.66,8333.12,154.6,65.35,48.1,101.9,116.4,5.58,0.94,442.04
2010-12-08,31.96,8430.17,156.5,67.05,48.2,104.8,118.1,5.65,0.94,442.81
2010-12-09,31.96,8296.72,154.9,66.6,47.6,104.4,116.5,5.64,0.94,438.04
2010-12-10,34.2,8346.98,154.1,66.4,47.6,104.7,121.5,5.63,0.94,447.67
2010-12-13,34.76,8303.65,155,66.35,47.5,104.5,122,5.62,0.94,449.74
2010-12-14,36.38,8336.58,154.1,66.3,48.4,104.3,121.4,5.55,0.94,450.14
2010-12-15,36.26,8466.57,153.2,65.8,48.3,104.2,122,5.58,0.95,451.45
2010-12-16,36.4,8530.7,151.5,65.5,47.8,104.1,122.1,5.63,0.94,450.29
2010-12-17,36.52,8561.9,151,65.85,47.9,104.8,124.1,5.62,0.94,455.86
2010-12-20,34.82,8513.37,150.8,67.95,48.5,104.9,123.5,5.67,0.95,453.85
2010-12-21,36.1,8648.55,152.1,67.35,48.8,103.7,123,5.66,0.95,455.54
2010-12-22,35.74,8587.89,151.5,65.7,49.45,103,122.7,5.68,0.95,453.89
2010-12-23,35.54,8658.95,151.8,66.5,49.55,103.4,126.6,5.7,0.95,459.3
2010-12-27,35.48,8610.42,151.8,66.1,49.96,104.4,126,5.67,0.95,457.32
2010-12-28,35.3,8620.82,152.2,65.65,51.3,106.5,127.7,5.65,0.95,460.1
2010-12-29,35.44,8641.62,152.3,65.25,51.45,107.5,126.8,5.67,0.95,459.68
2010-12-30,35.22,8516.83,151.6,65.5,50.85,106,125.8,5.61,0.95,457.58
2011-01-03,37.28,8769.88,151.6,65.45,51.85,112.9,123.3,5.58,0.96,461.89
2011-01-04,37.04,8873.87,153.3,66,51.35,110.5,127.7,5.55,0.95,467.97
2011-01-05,35.84,8691.88,158.8,65.75,51,111.5,130.6,5.64,0.96,468.39
2011-01-06,35.92,8726.55,161.3,65.5,51,113.9,131.4,5.69,0.96,470.72
2011-01-07,35.34,8622.56,160.8,65.15,51,113.3,130.8,5.75,0.96,465.56
2011-01-10,35.64,8619.09,163.2,64.95,50.85,111.5,130.6,5.77,0.97,468.31
2011-01-11,36,8683.22,163.4,65.6,51.8,112.8,132,5.75,0.96,472.63
2011-01-12,36.2,8823.61,163.3,65.15,51.75,114,129.7,5.74,0.97,471.14
2011-01-13,36.04,8785.48,163.3,65.5,50.75,112.9,126,5.64,0.96,463.18
2011-01-14,36.68,8875.6,162.7,63.6,52.1,113.2,124,5.58,0.95,464.13
2011-01-17,36.9,8882.53,162.3,63.6,52.3,114.5,125.1,5.6,0.96,464.04
2011-01-18,38.2,8977.86,163,63.8,53.3,116.5,129.7,5.57,0.95,475.02
2011-01-19,37.56,8972.66,167,64.6,53.5,113.5,126.3,5.52,0.95,470.32
2011-01-20,36.4,8943.2,164.2,63.95,52,113.4,124.1,5.53,0.95,463.67
2011-01-21,38.3,8787.21,161.8,63.2,52.5,112,121.9,5.51,0.94,459.87
2011-01-24,39.62,8795.88,161.4,62.2,52.05,112.5,122.7,5.49,0.95,461.93
2011-01-25,38,8882.53,158.6,63.15,51.3,111.5,124.4,5.48,0.95,462.38
2011-01-26,37.46,8934.53,157.3,63.95,51.7,113.2,125.4,5.45,0.95,465.49
2011-01-27,37.66,9047.19,157.2,63.95,51.6,112.7,125.2,5.43,0.94,468.97
2011-01-28,36.9,9073.18,155.2,63.5,52.7,113,124.9,5.44,0.94,467.03
2011-01-31,37.54,8882.53,158.2,63.2,52.15,113,122.7,5.44,0.94,462.11
2011-02-01,37.2,9064.52,157.1,62.55,52.1,112.8,124.4,5.42,0.95,468.06
2011-02-02,37.06,9003.86,155.3,62.4,52.05,112.8,121.8,5.4,0.95,462.31
2011-02-03,36.4,8977.86,155.1,62.5,52.2,111.6,121.4,5.42,0.95,460.72
2011-02-04,36,8951.86,154.6,62.25,52.15,112.2,122.2,5.47,0.95,460.44
2011-02-07,36.08,9081.85,153,62.3,52.65,112.5,122.4,5.5,0.95,462.69
2011-02-08,35.42,9090.52,151,62.05,52.2,116,123.4,5.47,0.95,461.93
2011-02-09,36.5,9099.18,153.6,61,52,117.8,127.2,5.46,0.95,468.4
2011-02-10,35.16,8977.86,152.4,58.6,52.1,114.5,128.4,5.48,0.94,462.1
2011-02-11,34.46,8969.19,151.6,58.4,52,114.3,130.6,5.51,0.94,465.27
2011-02-14,34.82,9047.19,152.9,58.3,52,115.7,134.7,5.55,0.95,471.95
2011-02-15,34.8,9081.85,153.3,57.1,51.85,115.5,134.2,5.52,0.95,471.82
2011-02-16,34.46,9047.19,153.7,56.65,52.5,117.7,134.4,5.52,0.95,471.52
2011-02-17,33.78,9064.52,155.2,56,52.3,116,133.8,5.5,0.95,468.58
2011-02-18,33.72,8865.2,154.4,57.1,52.35,116.7,136.6,5.47,0.96,470.51
2011-02-21,34.38,8787.21,153.5,56,52,117.5,135.4,5.45,0.96,467.1
2011-02-22,35.28,8743.88,151.8,57.2,51.55,117,134.5,5.46,0.96,466.29
2011-02-23,34.42,8743.88,151.3,57,51.1,117.1,133.6,5.43,0.96,463.25
2011-02-24,35.08,8917.2,151.5,56.25,51,115.7,131.1,5.41,0.97,462.34
2011-02-25,35.92,8891.2,152.6,56.2,53.25,121.5,134.8,5.42,0.96,470.61
2011-02-28,37.22,9029.85,152.2,57.1,52.8,123.5,136.1,5.39,0.97,473.64
2011-03-01,36.52,8925.86,154.4,51,52.3,123,135.1,5.39,0.97,470.44
2011-03-02,36.22,8726.55,152,49.89,52,124.2,134,5.4,0.97,467.3
2011-03-03,35.98,8709.22,152.2,48.5,52,125,135.7,5.38,0.97,470.79
2011-03-04,36.1,8527.23,153.2,49.6,51.8,125.6,135.9,5.34,0.96,469.45
2011-03-07,36,8468.3,152.6,52.05,51.75,124.8,136,5.32,0.96,468.22
2011-03-08,35.56,8579.23,152.1,52.65,51.55,125.3,136.4,5.37,0.96,468.83
2011-03-09,36.6,8665.89,152,53.7,51,127.4,136.8,5.35,0.96,470.57
2011-03-10,36.08,8657.22,149.5,52.7,50.1,125.5,135.5,5.4,0.96,466.68
